numberOfAgents;gridSize;logic;viewDistanz;viewAngle;stepsPerTime;seed;factorDistance;factorSize
1;30;RandomWalkRobot;1;90;1;201;0.5;0.5
1;30;RandomWalkRobot;1;90;1;202;0.5;0.5
1;30;RandomWalkRobot;1;90;1;203;0.5;0.5
1;30;RandomWalkRobot;1;90;1;204;0.5;0.5
1;30;RandomWalkRobot;1;90;1;205;0.5;0.5
1;30;RandomWalkRobot;1;90;1;206;0.5;0.5
1;30;RandomWalkRobot;1;90;1;207;0.5;0.5
1;30;RandomWalkRobot;1;90;1;208;0.5;0.5
1;30;RandomWalkRobot;1;90;1;209;0.5;0.5
1;30;RandomWalkRobot;1;90;1;210;0.5;0.5
1;30;RandomWalkRobot;1;90;1;211;0.5;0.5
1;30;RandomWalkRobot;1;90;1;212;0.5;0.5
1;30;RandomWalkRobot;1;90;1;213;0.5;0.5
1;30;RandomWalkRobot;1;90;1;214;0.5;0.5
1;30;RandomWalkRobot;1;90;1;215;0.5;0.5
1;30;RandomWalkRobot;1;90;1;216;0.5;0.5
1;30;RandomWalkRobot;1;90;1;217;0.5;0.5
1;30;RandomWalkRobot;1;90;1;218;0.5;0.5
1;30;RandomWalkRobot;1;90;1;219;0.5;0.5
1;30;RandomWalkRobot;1;90;1;220;0.5;0.5
1;30;RandomWalkRobot;1;90;1;221;0.5;0.5
1;30;RandomWalkRobot;1;90;1;222;0.5;0.5
1;30;RandomWalkRobot;1;90;1;223;0.5;0.5
1;30;RandomWalkRobot;1;90;1;224;0.5;0.5
1;30;RandomWalkRobot;1;90;1;225;0.5;0.5
1;30;RandomWalkRobot;1;90;1;226;0.5;0.5
1;30;RandomWalkRobot;1;90;1;227;0.5;0.5
1;30;RandomWalkRobot;1;90;1;228;0.5;0.5
1;30;RandomWalkRobot;1;90;1;229;0.5;0.5
1;30;RandomWalkRobot;1;90;1;230;0.5;0.5
1;30;RandomWalkRobot;1;90;1;231;0.5;0.5
1;30;RandomWalkRobot;1;90;1;232;0.5;0.5
1;30;RandomWalkRobot;1;90;1;233;0.5;0.5
1;30;RandomWalkRobot;1;90;1;234;0.5;0.5
1;30;RandomWalkRobot;1;90;1;235;0.5;0.5
1;30;RandomWalkRobot;1;90;1;236;0.5;0.5
1;30;RandomWalkRobot;1;90;1;237;0.5;0.5
1;30;RandomWalkRobot;1;90;1;238;0.5;0.5
1;30;RandomWalkRobot;1;90;1;239;0.5;0.5
1;30;RandomWalkRobot;1;90;1;240;0.5;0.5
1;30;RandomWalkRobot;1;90;1;241;0.5;0.5
1;30;RandomWalkRobot;1;90;1;242;0.5;0.5
1;30;RandomWalkRobot;1;90;1;243;0.5;0.5
1;30;RandomWalkRobot;1;90;1;244;0.5;0.5
1;30;RandomWalkRobot;1;90;1;245;0.5;0.5
1;30;RandomWalkRobot;1;90;1;246;0.5;0.5
1;30;RandomWalkRobot;1;90;1;247;0.5;0.5
1;30;RandomWalkRobot;1;90;1;248;0.5;0.5
1;30;RandomWalkRobot;1;90;1;249;0.5;0.5
1;30;RandomWalkRobot;1;90;1;250;0.5;0.5
1;30;RandomWalkRobot;1;90;1;251;0.5;0.5
1;30;RandomWalkRobot;1;90;1;252;0.5;0.5
1;30;RandomWalkRobot;1;90;1;253;0.5;0.5
1;30;RandomWalkRobot;1;90;1;254;0.5;0.5
1;30;RandomWalkRobot;1;90;1;255;0.5;0.5
1;30;RandomWalkRobot;1;90;1;256;0.5;0.5
1;30;RandomWalkRobot;1;90;1;257;0.5;0.5
1;30;RandomWalkRobot;1;90;1;258;0.5;0.5
1;30;RandomWalkRobot;1;90;1;259;0.5;0.5
1;30;RandomWalkRobot;1;90;1;260;0.5;0.5
1;30;RandomWalkRobot;1;90;1;261;0.5;0.5
1;30;RandomWalkRobot;1;90;1;262;0.5;0.5
1;30;RandomWalkRobot;1;90;1;263;0.5;0.5
1;30;RandomWalkRobot;1;90;1;264;0.5;0.5
1;30;RandomWalkRobot;1;90;1;265;0.5;0.5
1;30;RandomWalkRobot;1;90;1;266;0.5;0.5
1;30;RandomWalkRobot;1;90;1;267;0.5;0.5
1;30;RandomWalkRobot;1;90;1;268;0.5;0.5
1;30;RandomWalkRobot;1;90;1;269;0.5;0.5
1;30;RandomWalkRobot;1;90;1;270;0.5;0.5
1;30;RandomWalkRobot;1;90;1;271;0.5;0.5
1;30;RandomWalkRobot;1;90;1;272;0.5;0.5
1;30;RandomWalkRobot;1;90;1;273;0.5;0.5
1;30;RandomWalkRobot;1;90;1;274;0.5;0.5
1;30;RandomWalkRobot;1;90;1;275;0.5;0.5
1;30;RandomWalkRobot;1;90;1;276;0.5;0.5
1;30;RandomWalkRobot;1;90;1;277;0.5;0.5
1;30;RandomWalkRobot;1;90;1;278;0.5;0.5
1;30;RandomWalkRobot;1;90;1;279;0.5;0.5
1;30;RandomWalkRobot;1;90;1;280;0.5;0.5
1;30;RandomWalkRobot;1;90;1;281;0.5;0.5
1;30;RandomWalkRobot;1;90;1;282;0.5;0.5
1;30;RandomWalkRobot;1;90;1;283;0.5;0.5
1;30;RandomWalkRobot;1;90;1;284;0.5;0.5
1;30;RandomWalkRobot;1;90;1;285;0.5;0.5
1;30;RandomWalkRobot;1;90;1;286;0.5;0.5
1;30;RandomWalkRobot;1;90;1;287;0.5;0.5
1;30;RandomWalkRobot;1;90;1;288;0.5;0.5
1;30;RandomWalkRobot;1;90;1;289;0.5;0.5
1;30;RandomWalkRobot;1;90;1;290;0.5;0.5
1;30;RandomWalkRobot;1;90;1;291;0.5;0.5
1;30;RandomWalkRobot;1;90;1;292;0.5;0.5
1;30;RandomWalkRobot;1;90;1;293;0.5;0.5
1;30;RandomWalkRobot;1;90;1;294;0.5;0.5
1;30;RandomWalkRobot;1;90;1;295;0.5;0.5
1;30;RandomWalkRobot;1;90;1;296;0.5;0.5
1;30;RandomWalkRobot;1;90;1;297;0.5;0.5
1;30;RandomWalkRobot;1;90;1;298;0.5;0.5
1;30;RandomWalkRobot;1;90;1;299;0.5;0.5
1;30;RandomWalkRobot;1;90;1;300;0.5;0.5
1;30;RandomWalkRobot;1;90;1;301;0.5;0.5
1;30;RandomWalkRobot;1;90;1;302;0.5;0.5
1;30;RandomWalkRobot;1;90;1;303;0.5;0.5
1;30;RandomWalkRobot;1;90;1;304;0.5;0.5
1;30;RandomWalkRobot;1;90;1;305;0.5;0.5
1;30;RandomWalkRobot;1;90;1;306;0.5;0.5
1;30;RandomWalkRobot;1;90;1;307;0.5;0.5
1;30;RandomWalkRobot;1;90;1;308;0.5;0.5
1;30;RandomWalkRobot;1;90;1;309;0.5;0.5
1;30;RandomWalkRobot;1;90;1;310;0.5;0.5
1;30;RandomWalkRobot;1;90;1;311;0.5;0.5
1;30;RandomWalkRobot;1;90;1;312;0.5;0.5
1;30;RandomWalkRobot;1;90;1;313;0.5;0.5
1;30;RandomWalkRobot;1;90;1;314;0.5;0.5
1;30;RandomWalkRobot;1;90;1;315;0.5;0.5
1;30;RandomWalkRobot;1;90;1;316;0.5;0.5
1;30;RandomWalkRobot;1;90;1;317;0.5;0.5
1;30;RandomWalkRobot;1;90;1;318;0.5;0.5
1;30;RandomWalkRobot;1;90;1;319;0.5;0.5
1;30;RandomWalkRobot;1;90;1;320;0.5;0.5
1;30;RandomWalkRobot;1;90;1;321;0.5;0.5
1;30;RandomWalkRobot;1;90;1;322;0.5;0.5
1;30;RandomWalkRobot;1;90;1;323;0.5;0.5
1;30;RandomWalkRobot;1;90;1;324;0.5;0.5
1;30;RandomWalkRobot;1;90;1;325;0.5;0.5
1;30;RandomWalkRobot;1;90;1;326;0.5;0.5
1;30;RandomWalkRobot;1;90;1;327;0.5;0.5
1;30;RandomWalkRobot;1;90;1;328;0.5;0.5
1;30;RandomWalkRobot;1;90;1;329;0.5;0.5
1;30;RandomWalkRobot;1;90;1;330;0.5;0.5
1;30;RandomWalkRobot;1;90;1;331;0.5;0.5
1;30;RandomWalkRobot;1;90;1;332;0.5;0.5
1;30;RandomWalkRobot;1;90;1;333;0.5;0.5
1;30;RandomWalkRobot;1;90;1;334;0.5;0.5
1;30;RandomWalkRobot;1;90;1;335;0.5;0.5
1;30;RandomWalkRobot;1;90;1;336;0.5;0.5
1;30;RandomWalkRobot;1;90;1;337;0.5;0.5
1;30;RandomWalkRobot;1;90;1;338;0.5;0.5
1;30;RandomWalkRobot;1;90;1;339;0.5;0.5
1;30;RandomWalkRobot;1;90;1;340;0.5;0.5
1;30;RandomWalkRobot;1;90;1;341;0.5;0.5
1;30;RandomWalkRobot;1;90;1;342;0.5;0.5
1;30;RandomWalkRobot;1;90;1;343;0.5;0.5
1;30;RandomWalkRobot;1;90;1;344;0.5;0.5
1;30;RandomWalkRobot;1;90;1;345;0.5;0.5
1;30;RandomWalkRobot;1;90;1;346;0.5;0.5
1;30;RandomWalkRobot;1;90;1;347;0.5;0.5
1;30;RandomWalkRobot;1;90;1;348;0.5;0.5
1;30;RandomWalkRobot;1;90;1;349;0.5;0.5
1;30;RandomWalkRobot;1;90;1;350;0.5;0.5
1;30;RandomWalkRobot;1;90;1;351;0.5;0.5
1;30;RandomWalkRobot;1;90;1;352;0.5;0.5
1;30;RandomWalkRobot;1;90;1;353;0.5;0.5
1;30;RandomWalkRobot;1;90;1;354;0.5;0.5
1;30;RandomWalkRobot;1;90;1;355;0.5;0.5
1;30;RandomWalkRobot;1;90;1;356;0.5;0.5
1;30;RandomWalkRobot;1;90;1;357;0.5;0.5
1;30;RandomWalkRobot;1;90;1;358;0.5;0.5
1;30;RandomWalkRobot;1;90;1;359;0.5;0.5
1;30;RandomWalkRobot;1;90;1;360;0.5;0.5
1;30;RandomWalkRobot;1;90;1;361;0.5;0.5
1;30;RandomWalkRobot;1;90;1;362;0.5;0.5
1;30;RandomWalkRobot;1;90;1;363;0.5;0.5
1;30;RandomWalkRobot;1;90;1;364;0.5;0.5
1;30;RandomWalkRobot;1;90;1;365;0.5;0.5
1;30;RandomWalkRobot;1;90;1;366;0.5;0.5
1;30;RandomWalkRobot;1;90;1;367;0.5;0.5
1;30;RandomWalkRobot;1;90;1;368;0.5;0.5
1;30;RandomWalkRobot;1;90;1;369;0.5;0.5
1;30;RandomWalkRobot;1;90;1;370;0.5;0.5
1;30;RandomWalkRobot;1;90;1;371;0.5;0.5
1;30;RandomWalkRobot;1;90;1;372;0.5;0.5
1;30;RandomWalkRobot;1;90;1;373;0.5;0.5
1;30;RandomWalkRobot;1;90;1;374;0.5;0.5
1;30;RandomWalkRobot;1;90;1;375;0.5;0.5
1;30;RandomWalkRobot;1;90;1;376;0.5;0.5
1;30;RandomWalkRobot;1;90;1;377;0.5;0.5
1;30;RandomWalkRobot;1;90;1;378;0.5;0.5
1;30;RandomWalkRobot;1;90;1;379;0.5;0.5
1;30;RandomWalkRobot;1;90;1;380;0.5;0.5
1;30;RandomWalkRobot;1;90;1;381;0.5;0.5
1;30;RandomWalkRobot;1;90;1;382;0.5;0.5
1;30;RandomWalkRobot;1;90;1;383;0.5;0.5
1;30;RandomWalkRobot;1;90;1;384;0.5;0.5
1;30;RandomWalkRobot;1;90;1;385;0.5;0.5
1;30;RandomWalkRobot;1;90;1;386;0.5;0.5
1;30;RandomWalkRobot;1;90;1;387;0.5;0.5
1;30;RandomWalkRobot;1;90;1;388;0.5;0.5
1;30;RandomWalkRobot;1;90;1;389;0.5;0.5
1;30;RandomWalkRobot;1;90;1;390;0.5;0.5
1;30;RandomWalkRobot;1;90;1;391;0.5;0.5
1;30;RandomWalkRobot;1;90;1;392;0.5;0.5
1;30;RandomWalkRobot;1;90;1;393;0.5;0.5
1;30;RandomWalkRobot;1;90;1;394;0.5;0.5
1;30;RandomWalkRobot;1;90;1;395;0.5;0.5
1;30;RandomWalkRobot;1;90;1;396;0.5;0.5
1;30;RandomWalkRobot;1;90;1;397;0.5;0.5
1;30;RandomWalkRobot;1;90;1;398;0.5;0.5
1;30;RandomWalkRobot;1;90;1;399;0.5;0.5
1;30;RandomWalkRobot;1;90;1;400;0.5;0.5
2;30;RandomWalkRobot;1;90;1;1;0.5;0.5
2;30;RandomWalkRobot;1;90;1;2;0.5;0.5
2;30;RandomWalkRobot;1;90;1;3;0.5;0.5
2;30;RandomWalkRobot;1;90;1;4;0.5;0.5
2;30;RandomWalkRobot;1;90;1;5;0.5;0.5
2;30;RandomWalkRobot;1;90;1;6;0.5;0.5
2;30;RandomWalkRobot;1;90;1;7;0.5;0.5
2;30;RandomWalkRobot;1;90;1;8;0.5;0.5
2;30;RandomWalkRobot;1;90;1;9;0.5;0.5
2;30;RandomWalkRobot;1;90;1;10;0.5;0.5
2;30;RandomWalkRobot;1;90;1;11;0.5;0.5
2;30;RandomWalkRobot;1;90;1;12;0.5;0.5
2;30;RandomWalkRobot;1;90;1;13;0.5;0.5
2;30;RandomWalkRobot;1;90;1;14;0.5;0.5
2;30;RandomWalkRobot;1;90;1;15;0.5;0.5
2;30;RandomWalkRobot;1;90;1;16;0.5;0.5
2;30;RandomWalkRobot;1;90;1;17;0.5;0.5
2;30;RandomWalkRobot;1;90;1;18;0.5;0.5
2;30;RandomWalkRobot;1;90;1;19;0.5;0.5
2;30;RandomWalkRobot;1;90;1;20;0.5;0.5
2;30;RandomWalkRobot;1;90;1;21;0.5;0.5
2;30;RandomWalkRobot;1;90;1;22;0.5;0.5
2;30;RandomWalkRobot;1;90;1;23;0.5;0.5
2;30;RandomWalkRobot;1;90;1;24;0.5;0.5
2;30;RandomWalkRobot;1;90;1;25;0.5;0.5
2;30;RandomWalkRobot;1;90;1;26;0.5;0.5
2;30;RandomWalkRobot;1;90;1;27;0.5;0.5
2;30;RandomWalkRobot;1;90;1;28;0.5;0.5
2;30;RandomWalkRobot;1;90;1;29;0.5;0.5
2;30;RandomWalkRobot;1;90;1;30;0.5;0.5
2;30;RandomWalkRobot;1;90;1;31;0.5;0.5
2;30;RandomWalkRobot;1;90;1;32;0.5;0.5
2;30;RandomWalkRobot;1;90;1;33;0.5;0.5
2;30;RandomWalkRobot;1;90;1;34;0.5;0.5
2;30;RandomWalkRobot;1;90;1;35;0.5;0.5
2;30;RandomWalkRobot;1;90;1;36;0.5;0.5
2;30;RandomWalkRobot;1;90;1;37;0.5;0.5
2;30;RandomWalkRobot;1;90;1;38;0.5;0.5
2;30;RandomWalkRobot;1;90;1;39;0.5;0.5
2;30;RandomWalkRobot;1;90;1;40;0.5;0.5
2;30;RandomWalkRobot;1;90;1;41;0.5;0.5
2;30;RandomWalkRobot;1;90;1;42;0.5;0.5
2;30;RandomWalkRobot;1;90;1;43;0.5;0.5
2;30;RandomWalkRobot;1;90;1;44;0.5;0.5
2;30;RandomWalkRobot;1;90;1;45;0.5;0.5
2;30;RandomWalkRobot;1;90;1;46;0.5;0.5
2;30;RandomWalkRobot;1;90;1;47;0.5;0.5
2;30;RandomWalkRobot;1;90;1;48;0.5;0.5
2;30;RandomWalkRobot;1;90;1;49;0.5;0.5
2;30;RandomWalkRobot;1;90;1;50;0.5;0.5
2;30;RandomWalkRobot;1;90;1;51;0.5;0.5
2;30;RandomWalkRobot;1;90;1;52;0.5;0.5
2;30;RandomWalkRobot;1;90;1;53;0.5;0.5
2;30;RandomWalkRobot;1;90;1;54;0.5;0.5
2;30;RandomWalkRobot;1;90;1;55;0.5;0.5
2;30;RandomWalkRobot;1;90;1;56;0.5;0.5
2;30;RandomWalkRobot;1;90;1;57;0.5;0.5
2;30;RandomWalkRobot;1;90;1;58;0.5;0.5
2;30;RandomWalkRobot;1;90;1;59;0.5;0.5
2;30;RandomWalkRobot;1;90;1;60;0.5;0.5
2;30;RandomWalkRobot;1;90;1;61;0.5;0.5
2;30;RandomWalkRobot;1;90;1;62;0.5;0.5
2;30;RandomWalkRobot;1;90;1;63;0.5;0.5
